utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,31,0.0,15,368164927934441,10,41.400001525878906,450.6671142578125,0.07547397166490555,17,-4738.344641908217,0.14851447939872742,1575420030,,,,0,,1,1.2999999523162842,36.400001525878906,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,26,0.0,15,368164931329440,11,38.70000076293945,123.79698944091797,0.0880521908402443,17,-5359.686552434316,0.15740853548049927,1575420030,,,,0,,1,1.2999999523162842,33.70000076293945,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,32,0.0,15,368164919278517,20,29.100000381469727,152.24827575683594,0.17217335104942322,16,0.0,0.12174377590417862,1575420030,,,,0,,1,1.2999999523162842,24.100000381469727,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,2,0.0,15,368164922762777,22,27.5,144.48243713378906,0.1975308656692505,16,0.0,0.1396740823984146,1575420030,,,,0,,1,1.2999999523162842,22.5,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,3,0.0,15,368164926281484,27,24.899999618530273,-551.224365234375,0.252518892288208,16,0.0,0.17855611443519592,1575420030,,,,0,,1,1.2999999523162842,19.899999618530273,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,5,0.0,239,33346926979734,13,36.900001525878906,94.36603546142578,0.09826947748661041,16,0.0,0.0694863498210907,1602562560,,,,0,,3,1.2999999523162842,31.899999618530273,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,41,0.0,47,368150924294764,12,37.79999923706055,-85.84651947021484,0.09295062720775604,19,-7537.9201245345575,0.1617451310157776,1561097980,,,,0,,5,1.2999999523162842,32.79999923706055,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,23,0.0,47,368150926710505,15,33.70000076293945,189.4271697998047,0.12140488624572754,19,-7044.378266676606,0.1818651407957077,1561097980,,,,0,,5,1.2999999523162842,28.700000762939453,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,8,0.0,3072,15688466,17,31.299999237060547,-65.59788513183594,0.14457345008850098,16,0.0,0.10222788900136948,1575420030,,,,0,,6,1.2999999523162842,26.299999237060547,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,16,0.0,239,33346931362283,16,32.5,557.0081176757812,0.13223139941692352,16,0.0,0.09350082278251648,1601437440,,,,0,,3,1.2999999523162842,27.5,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,6,0.0,47,368150874224040,17,31.299999237060547,137.90599060058594,0.14457345008850098,16,0.0,0.10222788900136948,1561097980,,,,0,,5,1.2999999523162842,26.299999237060547,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,13,0.0,3072,15716025,20,29.299999237060547,203.13075256347656,0.16935087740421295,16,0.0,0.11974800378084183,1575420030,,,,0,,6,1.2999999523162842,24.299999237060547,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,9,0.0,239,33346935637442,20,29.399999618530273,-199.34442138671875,0.1679656058549881,16,0.0,0.11876848340034485,1600875010,,,,0,,3,1.2999999523162842,24.399999618530273,0.0,0.0,0.0,0.0,C,1855053782898168,
1730960147000,2170579144,18,0.0,-1414995362829441536,0.0,50.034610748291016,12.360820770263672,0.0,0,2,0.0,3072,17345038,21,28.200000762939453,141.4217987060547,0.18579070270061493,16,0.0,0.1313726007938385,1575420030,,,,0,,6,1.2999999523162842,23.200000762939453,0.0,0.0,0.0,0.0,C,1855053782898168,
