utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,32,0.0,19,613359,16,32.900001525878906,207.1022491455078,0.12846700847148895,19,-32761.441774439736,0.18598586320877075,1575420030,,,,0,,1,1.2999999523162842,27.899999618530273,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,28,0.0,19,8763639,13,36.29999923706055,312.7088623046875,0.10207311064004898,19,-26818.635653004763,0.16732272505760193,1575420030,,,,0,,1,1.2999999523162842,31.299999237060547,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,10,0.0,19,6691417,12,37.70000076293945,27.838014602661133,0.09351999312639236,16,0.0,0.06612798571586609,1575420030,,,,0,,1,1.2999999523162842,32.70000076293945,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,21,0.0,19,1721648,19,29.700000762939453,-225.23800659179688,0.16391023993492126,16,0.0,0.1159009337425232,1575420030,,,,0,,1,1.2999999523162842,24.700000762939453,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,31,0.0,19,10541140,19,30.100000381469727,-185.98997497558594,0.15872763097286224,16,0.0,0.11223630607128143,1575420030,,,,0,,1,1.2999999523162842,25.100000381469727,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,2,0.0,19,18031938,24,26.799999237060547,-412.2588195800781,0.21042001247406006,16,0.0,0.1487879902124405,1575420030,,,,0,,1,1.2999999523162842,21.799999237060547,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,23,0.0,19,19383150,26,25.700000762939453,384.5567321777344,0.23337766528129578,16,0.0,0.16502134501934052,1575420030,,,,0,,1,1.2999999523162842,20.700000762939453,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,26,0.0,19,3678150,26,25.600000381469727,-487.49102783203125,0.235648974776268,16,0.0,0.16662739217281342,1575420030,,,,0,,1,1.2999999523162842,20.600000381469727,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,1,0.0,19,12951387,23,27.399999618530273,-456.7224426269531,0.19929847121238708,16,0.0,0.14092394709587097,1575420030,,,,0,,1,1.2999999523162842,22.399999618530273,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,25,0.0,51,4148299,14,35.20000076293945,118.49127960205078,0.10964430868625641,19,-31372.188861078204,0.17354923486709595,1561097980,,,,0,,5,1.2999999523162842,30.200000762939453,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,4,0.0,1040,1047833,15,34.20000076293945,183.27294921875,0.11728279292583466,19,-36500.8163331578,0.17807748913764954,1575420030,,,,0,,6,1.2999999523162842,29.200000762939453,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,41,0.0,51,18230829,15,33.70000076293945,-180.1400909423828,0.12140488624572754,19,-32583.42638912212,0.1818651407957077,1561097980,,,,0,,5,1.2999999523162842,28.700000762939453,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,3,0.0,51,4345383,15,33.5,-65.04110717773438,0.12311480194330215,16,0.0,0.08705447614192963,1604812540,,,,0,,3,1.2999999523162842,28.5,0.0,0.0,0.0,0.0,C,1586960365171136
1727334659990,6233866760,18,0.0,-1411369871756686336,0.0,2000029.25,2.0808355808258057,0.0,0,14,0.0,51,10717063,19,30.0,-452.9639587402344,0.1599999964237213,16,0.0,0.11313600093126297,1598062460,,,,0,,3,1.2999999523162842,25.0,0.0,0.0,0.0,0.0,C,1586960365171136
