LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,MockLocation,RelativeLatitude,RelativeLongitude,RelativeAltitude,RelativeBearing
12.93444,77.54326,762.8000000000001,0.0,6.1,0.0,1726566206650,0,0.0,0.0,0.0,0.0
12.93444,77.54326,762.8000000000001,0.0,6.1,97.15,1726566207296,0,0.0,0.0,0.0,97.15
12.9342533333,77.5432416667,762.8000000000001,12.028543,5.7,194.3,1726566209000,0,-0.00018666670000122565,-1.8333300005224373e-05,0.0,97.15
12.9342573,77.5432433,762.8000000000001,11.247441,5.9,193.90773,1726566209653,0,3.966700001356571e-06,1.633300001913085e-06,0.0,-0.39227000000002477
12.9343216667,77.5434166667,762.8000000000001,11.500954,5.5,194.78,1726566210000,0,6.436670000020683e-05,0.00017336669999679089,0.0,0.8722700000000145
12.9342983,77.5433851,762.8000000000001,10.655925,5.766,193.74655,1726566210653,0,-2.3366700000693186e-05,-3.156670000237227e-05,0.0,-1.0334499999999878
12.934385,77.5434866667,762.9,9.59751,5.3,196.73,1726566211000,0,8.670000000066125e-05,0.00010156670001038037,0.09999999999990905,2.9834499999999764
12.9343593,77.5434671,762.9,9.172235,5.65,196.0034,1726566211652,0,-2.5700000000128398e-05,-1.956670000424765e-05,0.0,-0.7265999999999906
12.934385,77.5434866667,762.9,6.8550706,5.0,206.95,1726566212000,0,2.5700000000128398e-05,1.956670000424765e-05,0.0,10.94659999999999
12.9343714,77.5434804,762.9,6.928139,5.375,205.04797,1726566212653,0,-1.3600000000835166e-05,-6.266699998036529e-06,0.0,-1.9020299999999963
12.9343702,77.5434797,762.9,6.834599,6.0,205.19307,1726566212828,0,-1.1999999998124622e-06,-7.000000010748408e-07,0.0,0.14510000000001355
12.9345416667,77.5434566667,762.7,5.2450194,4.8,210.23,1726566213000,0,0.0001714666999994563,-2.303330001041104e-05,-0.1999999999999318,5.036929999999984
12.9345099,77.5434569,762.7,4.9808645,5.8,212.03128,1726566213653,0,-3.176669999938042e-05,2.3329999976340332e-07,0.0,1.8012800000000198
12.9346016667,77.5435016667,762.6,3.9546108,4.7,211.47,1726566214000,0,9.176670000066167e-05,4.4766700000309356e-05,-0.10000000000002274,-0.5612800000000107
12.9345828,77.5434914,762.6,3.9422157,5.642,211.29259,1726566214652,0,-1.8866700001396453e-05,-1.0266700002148355e-05,0.0,-0.17741000000000895
12.934625,77.54353,762.6,3.0584795,4.5,213.34,1726566215000,0,4.220000000110247e-05,3.8600000010546864e-05,0.0,2.0474100000000135
12.9346143,77.5435213,762.6,3.077173,5.471,212.8874,1726566215653,0,-1.0700000000696264e-05,-8.700000009298492e-06,0.0,-0.4525999999999897
12.93471,77.54359,762.5,0.5970778,4.3,215.7,1726566216000,0,9.570000000103107e-05,6.86999999999216e-05,-0.10000000000002274,2.812599999999975
12.9346923,77.5435773,762.5,0.65583754,5.3,214.35237,1726566216653,0,-1.770000000078653e-05,-1.2699999999199463e-05,0.0,-1.347629999999981
12.934705,77.5436016667,762.4,0.18169695,3.9,222.23,1726566217000,0,1.2699999999199463e-05,2.43667000034975e-05,-0.10000000000002274,7.877629999999982
12.9347023,77.5435974,762.4,0.18912226,5.1,221.27592,1726566217653,0,-2.69999999957804e-06,-4.266700003086044e-06,0.0,-0.9540799999999763
12.9347033333,77.5436116667,762.3000000000001,0.055075277,3.2,191.47,1726566218000,0,1.033300000230497e-06,1.426670000626018e-05,-0.09999999999990905,-29.805920000000015
12.934703,77.5436093,762.3000000000001,0.057041097,4.233,266.22,1726566218653,0,-3.332999991556562e-07,-2.3667000021987405e-06,0.0,74.75000000000003
12.9347033333,77.5436183333,762.4,0.072061114,2.8,340.97,1726566219000,0,3.332999991556562e-07,9.033300003125078e-06,0.09999999999990905,74.75
12.9347032,77.5436169,762.4,0.069559775,3.9,177.75,1726566219653,0,-1.3330000037115042e-07,-1.4332999995758655e-06,0.0,-163.22000000000003
12.9347083333,77.54362,762.6,0.25324333,2.5,14.53,1726566220000,0,5.133300000181862e-06,3.1000000006997652e-06,0.20000000000004547,-163.22
12.9347076,77.5436195,762.6,0.24969542,3.533,13.989933,1726566220653,0,-7.333000002773815e-07,-4.999999987376214e-07,0.0,-0.5400669999999987
12.9347183333,77.5436233333,762.9,0.77980417,2.3,20.74,1726566221000,0,1.0733299999898804e-05,3.83329999920079e-06,0.2999999999999545,6.750066999999998
12.934717,77.5436228,762.9,0.75280714,3.166,20.228445,1726566221653,0,-1.3333000001836126e-06,-5.333000103746599e-07,0.0,-0.5115549999999978
12.9347333333,77.5436333333,763.0,1.1534925,2.3,29.06,1726566222000,0,1.6333300001392104e-05,1.0533299999337942e-05,0.10000000000002274,8.831554999999998
12.9347318,77.5436321,763.0,1.1357096,2.833,28.857933,1726566222653,0,-1.5333000007444753e-06,-1.233299997238646e-06,0.0,-0.20206699999999955
12.9347335,77.5436332,763.0,1.1351354,3.263,28.888826,1726566222862,0,1.7000000003264404e-06,1.1000000057492798e-06,0.0,0.030893000000002502
12.9347516667,77.5436383333,763.2,1.4520314,2.3,31.86,1726566223000,0,1.8166700000321612e-05,5.1332999930764345e-06,0.20000000000004547,2.9711739999999978
12.9347499,77.5436382,763.2,1.4469187,3.125,30.79727,1726566223653,0,-1.7667000005161526e-06,-1.3329999148936622e-07,0.0,-1.0627299999999984
12.9347716667,77.5436466667,763.3000000000001,1.6846858,2.2,30.5,1726566224000,0,2.1766699999758998e-05,8.466699995324234e-06,0.10000000000002274,-0.29727000000000103
12.9347701,77.5436464,763.3000000000001,1.6758634,2.982,30.036745,1726566224653,0,-1.56669999995529e-06,-2.6669999897421803e-07,0.0,-0.4632550000000002
12.9347983333,77.543655,763.1,2.2060995,2.2,22.21,1726566225000,0,2.8233300000124473e-05,8.600000001024455e-06,-0.20000000000004547,-7.826744999999999
12.934796,77.5436549,763.1,2.1828725,2.897,22.2586,1726566225653,0,-2.333299999435212e-06,-9.999999406318238e-08,0.0,0.04860000000000042
12.934825,77.543655,763.3000000000001,1.0170912,2.2,15.85,1726566226000,0,2.899999999961267e-05,9.999999406318238e-08,0.20000000000004547,-6.408600000000002
12.9348233,77.5436561,763.3000000000001,1.0644871,2.854,14.572184,1726566226653,0,-1.7000000003264404e-06,1.1000000057492798e-06,0.0,-1.2778159999999996
12.934845,77.543655,763.4,1.1823169,2.2,16.42,1726566227000,0,2.1699999999569286e-05,-1.1000000057492798e-06,0.09999999999990905,1.8478160000000017
12.9348431,77.5436556,763.4,1.1797113,2.84,15.994525,1726566227653,0,-1.8999999991109462e-06,5.999999928008037e-07,0.0,-0.42547500000000227
12.9348633333,77.5436566667,763.8000000000001,1.3264391,2.2,13.89,1726566228000,0,2.023329999900625e-05,1.066700008323096e-06,0.40000000000009095,-2.104524999999999
12.9348618,77.543657,763.8000000000001,1.3201196,2.216,13.091648,1726566228653,0,-1.5332999989681184e-06,3.332999938265857e-07,0.0,-0.7983520000000013
12.9348816667,77.5436566667,764.4,1.4515166,2.2,0.28,1726566229000,0,1.9866700000648052e-05,-3.332999938265857e-07,0.599999999999909,-12.811648
12.9348804,77.5436572,764.4,1.4458166,2.2,0.28569275,1726566229653,0,-1.2667000000021744e-06,5.332999961638052e-07,0.0,0.005692749999999969
12.9349,77.54366,765.6,1.5652703,2.2,9.46,1726566230000,0,1.9599999999897477e-05,2.8000000042993634e-06,1.2000000000000455,9.17430725
12.934899,77.5436596,765.6,1.5609968,2.2,8.790885,1726566230653,0,-1.0000000010279564e-06,-4.0000000467443897e-07,0.0,-0.6691150000000015
12.9349166667,77.5436616667,766.5,1.5894623,2.1,7.05,1726566231000,0,1.7666699999807634e-05,2.0667000057983387e-06,0.8999999999999773,-1.7408849999999996
12.9349161,77.5436617,766.5,1.588916,2.183,7.0713196,1726566231653,0,-5.666999989273336e-07,3.3299997426183836e-08,0.0,0.021319599999999994
12.9349316667,77.543665,767.3000000000001,1.5626967,2.1,44.96,1726566232000,0,1.5566700000135825e-05,3.3000000030369847e-06,0.8000000000000682,37.8886804
12.9349315,77.5436648,767.3000000000001,1.5507923,2.166,42.480957,1726566232653,0,-1.6670000135832197e-07,-2.0000000233721948e-07,0.0,-2.4790430000000043
12.934933,77.5436663,767.3000000000001,1.5451362,3.046,42.47791,1726566232922,0,1.4999999997655777e-06,1.499999996212864e-06,0.0,-0.003046999999995137
12.9349383333,77.5436733333,768.1,1.5246072,2.1,63.77,1726566233000,0,5.3333000007427245e-06,7.033300008174592e-06,0.7999999999999545,21.29209
12.9349385,77.5436734,768.1,1.5198002,2.911,62.263294,1726566233653,0,1.6669999958196513e-07,6.669999663699855e-08,0.0,-1.5067060000000012
12.934945,77.543685,768.7,1.4834294,2.1,72.8,1726566234000,0,6.500000001352646e-06,1.1599999993450183e-05,0.6000000000000227,10.536705999999995
12.934945,77.5436851,768.7,1.4829115,2.897,71.67416,1726566234653,0,0.0,1.000000082740371e-07,0.0,-1.1258399999999966
12.9349483333,77.5436983333,769.3000000000001,1.3871764,2.1,83.04,1726566235000,0,3.3332999986868117e-06,1.3233299995363268e-05,0.6000000000000227,11.365840000000006
