LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,MockLocation,RelativeLatitude,RelativeLongitude,RelativeAltitude,RelativeBearing
12.9782974,77.6400841,843.0,0.0047823032,98.4,262.59616,1730975130888,0,0.0,0.0,0.0,0.0
12.978297,77.6400886,843.0,0.0047823032,28.1,262.59616,1730975134959,0,-4.000000011217253e-07,4.500000002849447e-06,0.0,0.0
12.9782963,77.6400828,843.0,0.11491139,64.1,262.59616,1730975139981,0,-6.99999999298484e-07,-5.7999999967250915e-06,0.0,0.0
12.9782955,77.6400826,843.0,0.030902123,92.9,262.59616,1730975145380,0,-8.000000004670937e-07,-2.0000000233721948e-07,0.0,0.0
