LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,MockLocation,RelativeLatitude,RelativeLongitude,RelativeAltitude,RelativeBearing
12.937215,77.5420776,795.699951171875,0.34337032,18.476,338.6774,1727335155241,0,0.0,0.0,0.0,0.0
12.9371073,77.5422302,795.3999633789062,3.8435214,22.061,125.74535,1727335160212,0,-0.00010770000000093205,0.00015260000000694163,-0.29998779296875,-212.93204999999998
12.9370569,77.5425203,795.5,4.6277757,22.253,101.41302,1727335166995,0,-5.039999999922884e-05,0.000290100000000848,0.10003662109375,-24.33233
12.9369815,77.5428276,795.3999633789062,6.7500844,20.981,104.03789,1727335172009,0,-7.540000000005875e-05,0.00030729999998868607,-0.10003662109375,2.6248700000000014
12.9369728,77.5428681,100.64233325683536,5.5555553,6.4084673,292.4936,1727335178721,1,-8.700000000416708e-06,4.050000001143417e-05,-694.7576301220709,188.45571
12.9369728,77.5428681,100.64233325683536,5.5555553,6.4084673,292.4936,1727335178721,1,0.0,0.0,0.0,0.0
12.9369728,77.5428681,101.39589755288642,5.5555553,6.3923078,293.5901,1727335178992,1,0.0,0.0,0.7535642960510671,1.0964999999999918
12.9369728,77.5428681,101.65533026699754,5.5555553,5.7131257,294.0392,1727335179257,1,0.0,0.0,0.2594327141111137,0.4490999999999872
12.9369728,77.5428681,101.25450784233588,5.5555553,6.7741466,294.849,1727335179525,1,0.0,0.0,-0.40082242466165496,0.8097999999999956
12.9369579,77.542917,100.9844480858847,5.5555553,6.046199,107.52163,1727335179659,1,-1.4900000000039881e-05,4.889999999591055e-05,-0.2700597564511895,-187.32736999999997
12.9369579,77.542917,100.74789067742432,5.5555553,6.9083686,107.93947,1727335179795,1,0.0,0.0,-0.23655740846037077,0.4178399999999982
12.9369579,77.542917,101.45026933151044,5.5555553,5.9263163,109.50554,1727335180075,1,0.0,0.0,0.7023786540861181,1.5660699999999963
12.9369579,77.542917,100.09237052415708,5.5555553,5.065553,108.12077,1727335180365,1,0.0,0.0,-1.357898807353365,-1.3847700000000032
12.9369447,77.54296,100.85779823607176,5.5555553,6.34899,107.69815,1727335180646,1,-1.3199999999713441e-05,4.299999999091142e-05,0.7654277119146826,-0.4226199999999949
12.9369447,77.54296,100.85779823607176,5.5555553,6.34899,107.69815,1727335180646,1,0.0,0.0,0.0,0.0
12.9369447,77.54296,100.61235575788729,5.5555553,6.890382,110.24461,1727335180922,1,0.0,0.0,-0.24544247818447218,2.546459999999996
12.9369447,77.54296,100.90099394389128,5.5555553,5.002762,108.236946,1727335181190,1,0.0,0.0,0.28863818600399327,-2.0076639999999912
12.9369447,77.54296,100.7645962328812,5.5555553,5.29745,108.95244,1727335181477,1,0.0,0.0,-0.13639771101007625,0.7154939999999925
12.9369252,77.5430077,100.19220910977768,5.5555553,5.283355,114.5766,1727335181616,1,-1.9500000000505224e-05,4.770000001030894e-05,-0.5723871231035247,5.624160000000003
12.9369252,77.5430077,101.33143788539392,5.5555553,6.504953,114.4851,1727335181761,1,0.0,0.0,1.139228775616246,-0.09149999999999636
12.9369252,77.5430077,100.39808290416528,5.5555553,6.1705546,114.85059,1727335182041,1,0.0,0.0,-0.9333549812286464,0.3654899999999941
12.9369252,77.5430077,101.48209781660482,5.5555553,6.3114586,114.02352,1727335182310,1,0.0,0.0,1.0840149124395424,-0.827069999999992
12.9369252,77.5430077,100.97340920923224,5.5555553,5.6724887,114.27111,1727335182577,1,0.0,0.0,-0.5086886073725765,0.2475899999999882
12.9369252,77.5430077,100.97340920923224,5.5555553,5.6724887,114.27111,1727335182577,1,0.0,0.0,0.0,0.0
