LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,MockLocation,RelativeLatitude,RelativeLongitude,RelativeAltitude,RelativeBearing
12.9366941,77.5436126,795.2999877929688,1.6500617,17.205,299.19345,1726563321224,0,0.0,0.0,0.0,0.0
12.936729,77.544006,100.95355807517392,4.1666665,6.1877403,1.1553804,1726563330454,1,3.489999999928273e-05,0.0003933999999929938,-694.3464297177949,-298.0380696
12.936729,77.544006,100.95355807517392,4.1666665,6.1877403,1.1553804,1726563330454,1,0.0,0.0,0.0,0.0
12.9366524,77.5441311,101.82345763230634,16.0,6.0571976,122.67208,1726563331438,1,-7.659999999987122e-05,0.00012510000000531818,0.8698995571324275,121.5166996
12.9366524,77.5441311,101.82345763230634,16.0,6.0571976,122.67208,1726563331438,1,0.0,0.0,0.0,0.0
12.93665,77.544135,100.23081268259207,16.0,5.5978155,123.61586,1726563332390,1,-2.3999999996249244e-06,3.8999999958377884e-06,-1.5926449497142698,0.9437800000000038
12.93665,77.544135,100.23081268259207,16.0,5.5978155,123.61586,1726563332390,1,0.0,0.0,0.0,0.0
12.9366225,77.5440655,101.49843501442164,8.055555,5.411484,248.54428,1726563333348,1,-2.749999999984709e-05,-6.949999999505962e-05,1.2676223318295712,124.92841999999999
12.9366225,77.5440655,101.49843501442164,8.055555,5.411484,248.54428,1726563333348,1,0.0,0.0,0.0,0.0
12.9366225,77.5440655,100.95414896391073,8.055555,6.02976,250.6807,1726563334278,1,0.0,0.0,-0.5442860505109195,2.1364200000000153
12.9366225,77.5440655,100.95414896391073,8.055555,6.02976,250.6807,1726563334278,1,0.0,0.0,0.0,0.0
12.9366611,77.5434913,795.2999877929688,6.5277775,400.0,249.660755,1726563334653,0,3.859999999988872e-05,-0.0005742000000026337,694.345838829058,-1.019945000000007
12.936616,77.544049,101.92584915952288,5.0,5.287926,248.64081,1726563335214,1,-4.509999999946501e-05,0.0005577000000016596,-693.3741386334459,-1.019945000000007
12.936616,77.544049,101.92584915952288,5.0,5.287926,248.64081,1726563335214,1,0.0,0.0,0.0,0.0
12.9366299,77.5440048,101.26927866567812,5.0,6.3574066,289.2153,1726563336171,1,1.3899999999011925e-05,-4.4200000004934736e-05,-0.6565704938447681,40.574490000000026
12.9366299,77.5440048,101.26927866567812,5.0,6.3574066,289.2153,1726563336171,1,0.0,0.0,0.0,0.0
12.9366438,77.5439605,101.59332727329786,5.0,5.0196466,288.09058,1726563337142,1,1.3900000000788282e-05,-4.429999999899792e-05,0.3240486076197442,-1.1247200000000248
12.9366438,77.5439605,101.59332727329786,5.0,5.0196466,288.09058,1726563337142,1,0.0,0.0,0.0,0.0
12.936658,77.543915,101.93428161651008,5.0,6.0406866,289.2819,1726563338100,1,1.419999999896504e-05,-4.549999999881038e-05,0.34095434321221774,1.1913200000000188
12.936658,77.543915,101.93428161651008,5.0,6.0406866,289.2819,1726563338100,1,0.0,0.0,0.0,0.0
12.9366719,77.5438708,100.21258031583338,5.0,5.1534557,289.98514,1726563339064,1,1.3900000000788282e-05,-4.4200000004934736e-05,-1.721701300676699,0.7032399999999939
12.9366719,77.5438708,100.21258031583338,5.0,5.1534557,289.98514,1726563339064,1,0.0,0.0,0.0,0.0
12.9366858,77.5438265,101.45596076730072,5.0,6.5597,289.58148,1726563340030,1,1.3899999999011925e-05,-4.429999999899792e-05,1.2433804514673454,-0.40366000000000213
12.9366858,77.5438265,101.45596076730072,5.0,6.5597,289.58148,1726563340030,1,0.0,0.0,0.0,0.0
12.9366997,77.5437823,100.03218762150178,5.0,6.1809044,290.1642,1726563340981,1,1.3900000000788282e-05,-4.419999999072388e-05,-1.4237731457989469,0.5827199999999948
12.9366997,77.5437823,100.03218762150178,5.0,6.1809044,290.1642,1726563340981,1,0.0,0.0,0.0,0.0
12.9367282,77.5436912,101.97072702745275,10.277778,5.8257318,290.66074,1726563341935,1,2.849999999909869e-05,-9.11000000058948e-05,1.9385394059509764,0.4965399999999818
12.9367282,77.5436912,101.97072702745275,10.277778,5.8257318,290.66074,1726563341935,1,0.0,0.0,0.0,0.0
12.9367568,77.5436002,101.61151529386862,10.277778,5.270754,288.71002,1726563342904,1,2.86000000002673e-05,-9.099999999762076e-05,-0.3592117335841323,-1.9507199999999898
12.9367568,77.5436002,101.61151529386862,10.277778,5.270754,288.71002,1726563342904,1,0.0,0.0,0.0,0.0
12.9367853,77.5435093,101.44908305872906,10.277778,5.6122003,288.6127,1726563343868,1,2.8500000000875048e-05,-9.090000000355758e-05,-0.16243223513956195,-0.09731999999996788
12.9367853,77.5435093,101.44908305872906,10.277778,5.6122003,288.6127,1726563343868,1,0.0,0.0,0.0,0.0
12.93678,77.5434437,795.3999633789062,0.014623554,41.44,288.228835,1726563344448,0,-5.299999999763827e-06,-6.559999999922184e-05,693.9508803201772,-0.38386500000001433
12.9368139,77.5434182,100.53826939218024,10.277778,5.888218,287.84497,1726563344822,1,3.390000000003113e-05,-2.5499999992462108e-05,-694.861693986726,-0.38386500000001433
12.9368139,77.5434182,100.53826939218024,10.277778,5.888218,287.84497,1726563344822,1,0.0,0.0,0.0,0.0
12.9367723,77.5434313,795.3999633789062,0.5454736,41.439,238.03748,1726563345723,0,-4.1600000001196236e-05,1.3099999989663047e-05,694.861693986726,-49.80749
12.9368331,77.543357,100.41032713347288,6.9444447,5.6157556,290.72562,1726563345780,1,6.079999999997199e-05,-7.429999999430947e-05,-694.9896362454334,52.688140000000004
12.9367726,77.5434321,795.3999633789062,0.5692185,41.471,238.0875,1726563346281,0,-6.050000000001887e-05,7.510000000365835e-05,694.9896362454334,-52.63811999999999
12.9368524,77.5432954,100.0225699574304,6.9444447,5.976755,288.81577,1726563346742,1,7.979999999996323e-05,-0.00013669999999876836,-695.3773934214759,50.72826999999998
