Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
FLP,12.9401533,77.5416617,799.3999633789062,0.0,2.083,,1730958611770,1.7,,2272162911000000,1.1382726,0,,,
GPS,12.9401533333,77.5416616667,774.8000000000001,0.0,2.2,164.89,1730958612000,1.8,179.9,2272163911000000,23.2,0,,,
FLP,12.9401533,77.5416617,799.3999633789062,0.0,2.116,,1730958612769,1.8,,2272163911000000,1.1482726,0,,,
GPS,12.9401533333,77.5416616667,774.8000000000001,0.0,2.1,164.89,1730958613000,1.5,179.9,2272164911000000,23.6,0,,,
FLP,12.9401533,77.5416617,799.3999633789062,0.0,2.133,,1730958613770,1.5,,2272164911000000,1.1582726,0,,,
GPS,12.9401533333,77.5416616667,774.8000000000001,0.0,2.1,164.89,1730958614000,1.8,179.9,2272165911000000,23.1,0,,,
FLP,12.9401533,77.5416617,799.3999633789062,0.0,2.15,,1730958614770,1.8,,2272165911000000,1.02495,0,,,
GPS,12.9401533333,77.5416616667,774.8000000000001,0.0,2.1,164.89,1730958615000,2.1,179.9,2272166911000000,23.5,0,,,
FLP,12.9401533,77.5416617,799.3999633789062,0.0,2.15,,1730958615770,2.1,,2272166911000000,1.03495,0,,,
GPS,12.9401533333,77.5416616667,774.8000000000001,0.0,2.2,164.89,1730958616000,2.2,179.9,2272167911000000,23.7,0,,,
FLP,12.9401533,77.5416617,799.3999633789062,0.0,2.15,,1730958616770,2.2,,2272167911000000,1.04495,0,,,
GPS,12.9401533333,77.5416616667,774.8000000000001,0.0,2.2,164.89,1730958617000,2.5,144.2,2272168911000000,24.1,0,,,
FLP,12.9401533,77.5416617,799.3999633789062,0.0,2.15,,1730958617770,2.5,,2272168911000000,1.05495,0,,,
GPS,12.9401583333,77.5416833333,775.6,0.0,2.2,164.89,1730958618000,2.3,169.9,2272169911000000,24.3,0,,,
FLP,12.9401576,77.5416799,799.3999633789062,0.002934813,2.15,,1730958618770,2.3,,2272169911000000,1.06495,0,,,
GPS,12.9401533333,77.541695,775.6,0.0,2.2,164.89,1730958619000,1.9,79.5,2272170911000000,24.5,0,,,
FLP,12.9401539,77.5416926,799.3999633789062,0.0013908218,2.166,,1730958619770,1.9,,2272170911000000,1.07495,0,,,
GPS,12.9401516667,77.5417116667,775.6,0.0,2.3,164.89,1730958620000,2.8,110.1,2272171911000000,25.8,0,,,
FLP,12.940152,77.5417087,799.3999633789062,0.0013414657,2.2,,1730958620770,2.8,,2272171911000000,1.08495,0,,,
