Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
FLP,12.9255719,77.5201188,757.2000122070312,0.20660102,21.111,62.78001,1730974185871,1.5,45.0,772228372000000,0.96325207,0,,,
FLP,12.9255184,77.5200921,757.7999877929688,1.0949086,25.223,205.52332,1730974191440,1.5,45.0,772233942000000,0.96996015,0,,,
FLP,12.9255229,77.5201541,757.2000122070312,1.1848189,21.516,89.27114,1730974196510,1.5,45.0,772239012000000,1.4088225,0,,,
FLP,12.9255384,77.5202245,757.2000122070312,1.531158,11.829,77.97925,1730974201518,1.5,45.0,772244019000000,1.4926941,0,,,
FLP,12.9254957,77.5203337,757.2000122070312,2.4828546,17.567,110.96565,1730974206536,1.5,45.0,772249037000000,0.9766113,0,,,
FLP,12.9253997,77.5205181,758.0,4.371752,24.768,117.84914,1730974211569,1.5,45.0,772254070000000,1.5086986,0,,,
FLP,12.9253463,77.5204617,757.5,1.476482,35.889,211.79094,1730974216599,1.5,45.0,772259100000000,1.0151857,0,,,
FLP,12.9254439,77.5211088,759.3999633789062,12.132298,20.306,81.886505,1730974221643,1.5,45.0,772264144000000,1.0206769,0,,,
FLP,12.9254301,77.5211802,759.3999633789062,2.0885212,23.531,95.53458,1730974226655,1.5,45.0,772269156000000,0.92333865,0,,,
FLP,12.9251379,77.5213494,760.7999877929688,4.8453474,28.798,142.07729,1730974231710,1.5,45.0,772274211000000,0.9029139,0,,,
FLP,12.9253703,77.5216335,766.5408966970299,,100.0,,1730974250265,1.5,45.0,772292766000000,1.5510458,0,,,
GPS,12.9248113,77.5222158,100.80916277013364,5.0,5.7920704,313.16464,1730974259510,,,772302012157024,,1,,,
FLP,12.9248113,77.5222158,100.80916277013364,5.0,5.7920704,313.16464,1730974259510,,,772302012157024,,1,,,
FLP,12.9248113,77.5222158,101.1871578685708,5.0,5.8721676,310.72064,1730974259775,,,772302277032597,,1,,,
FLP,12.9248113,77.5222158,101.1291481774885,5.0,5.7698994,310.85626,1730974260035,,,772302537278587,,1,,,
FLP,12.9248113,77.5222158,100.23978116603284,5.0,6.206439,310.85773,1730974260296,,,772302797443899,,1,,,
GPS,12.9248606,77.5222351,100.2980328118475,5.8333335,5.609474,23.922907,1730974260426,,,772302927743899,,1,,,
FLP,12.9248606,77.5222351,100.97858024926536,5.8333335,6.7027574,21.633848,1730974260557,,,772303058966607,,1,,,
FLP,12.9248606,77.5222351,100.45561137216548,5.8333335,6.2625566,21.836258,1730974260818,,,772303319339159,,1,,,
FLP,12.9248606,77.5222351,100.57270450827863,5.8333335,5.6479397,21.164608,1730974261090,,,772303591975774,,1,,,
GPS,12.9248606,77.5222351,101.06134078167426,5.8333335,5.522331,23.32546,1730974261368,,,772303869634472,,1,,,
FLP,12.9248606,77.5222351,101.06134078167426,5.8333335,5.522331,23.32546,1730974261368,,,772303869634472,,1,,,
FLP,12.92491,77.5222545,101.21655347543413,5.8333335,5.9093456,22.612421,1730974261644,,,772304145505669,,1,,,
FLP,12.92491,77.5222545,101.44608429911234,5.8333335,5.8584595,22.945307,1730974261905,,,772304406855253,,1,,,
FLP,12.92491,77.5222545,100.08503729270174,5.8333335,6.2797537,23.517689,1730974262173,,,772304675124784,,1,,,
GPS,12.92491,77.5222545,101.78530390110087,5.8333335,6.4955997,23.504988,1730974262308,,,772304810002023,,1,,,
FLP,12.9249413,77.5222668,100.30158594211966,5.8333335,5.3157697,23.710205,1730974262445,,,772304947135252,,1,,,
FLP,12.9249413,77.5222668,101.9658657533853,5.8333335,5.907466,22.120422,1730974262708,,,772305209411450,,1,,,
FLP,12.9249413,77.5222668,101.7927311506508,5.8333335,5.2759647,21.644579,1730974262989,,,772305490640617,,1,,,
GPS,12.9249413,77.5222668,100.2140199066585,5.8333335,6.6185746,21.54863,1730974263263,,,772305764717752,,1,,,
FLP,12.9249413,77.5222668,100.2140199066585,5.8333335,6.6185746,21.54863,1730974263263,,,772305764717752,,1,,,
FLP,12.9249895,77.5222903,100.69555995269208,5.8333335,6.4865227,28.228313,1730974263535,,,772306037096450,,1,,,
FLP,12.9249895,77.5222903,101.59032017202786,5.8333335,6.9967766,28.231773,1730974263807,,,772306309173012,,1,,,
FLP,12.9249895,77.5222903,101.20755369505464,5.8333335,6.49885,26.002455,1730974264088,,,772306589537439,,1,,,
GPS,12.9249895,77.5222903,100.455256672985,5.8333335,6.1594667,26.25602,1730974264220,,,772306721618221,,1,,,
FLP,12.9249895,77.5222903,101.26796478214295,5.8333335,6.680891,27.02331,1730974264354,,,772306855700095,,1,,,
FLP,12.9250374,77.5223137,101.09004621907776,5.8333335,6.812754,26.85065,1730974264623,,,772307125111970,,1,,,
FLP,12.9250374,77.5223137,101.0897417799518,5.8333335,5.185922,27.396955,1730974264893,,,772307395161502,,1,,,
GPS,12.9250374,77.5223137,101.94518943290971,5.8333335,6.4637446,25.652641,1730974265157,,,772307659010981,,1,,,
FLP,12.9250374,77.5223137,101.94518943290971,5.8333335,6.4637446,25.652641,1730974265157,,,772307659010981,,1,,,
FLP,12.9250616,77.5223254,100.14494466219648,5.8333335,5.0867186,28.152681,1730974265432,,,772307934239470,,1,,,
FLP,12.9250616,77.5223254,101.75997980699448,5.8333335,5.9166207,27.268618,1730974265702,,,772308203996866,,1,,,
FLP,12.9250616,77.5223254,101.90885153948696,5.8333335,6.6239815,27.721682,1730974265971,,,772308472531293,,1,,,
GPS,12.9250616,77.5223254,100.00127203966896,5.8333335,6.4810634,28.00469,1730974266107,,,772308608571032,,1,,,
FLP,12.9250616,77.5223254,101.36743143406642,5.8333335,6.9432726,25.76674,1730974266248,,,772308749680043,,1,,,
FLP,12.925111,77.5223461,100.5489539065763,5.8333335,5.7005825,22.73683,1730974266523,,,772309024550407,,1,,,
FLP,12.925111,77.5223461,100.18005990951256,5.8333335,6.664561,23.444149,1730974266795,,,772309296441188,,1,,,
GPS,12.925111,77.5223461,100.55095028189278,5.8333335,5.831843,24.69783,1730974267068,,,772309569594157,,1,,,
FLP,12.925111,77.5223461,100.55095028189278,5.8333335,5.831843,24.69783,1730974267068,,,772309569594157,,1,,,
FLP,12.9246665,77.5222963,769.0999755859375,0.114378385,24.642,320.10623,1730974267349,0.192468,45.0,772309850924313,1.3974584,0,,,
FLP,12.9251604,77.5223668,100.55384880461044,5.8333335,6.8966455,24.879475,1730974267625,,,772310126718844,,1,,,
FLP,12.9251604,77.5223668,101.33749963971476,5.8333335,5.650716,24.445036,1730974267900,,,772310402151344,,1,,,
GPS,12.9251604,77.5223668,101.80608451413296,5.8333335,5.8602133,24.956121,1730974268035,,,772310536878271,,1,,,
FLP,12.9251604,77.5223668,100.20734913538256,5.8333335,5.506942,22.47071,1730974268176,,,772310678154417,,1,,,
FLP,12.9246679,77.5222952,769.0999755859375,0.06643359,22.987,,1730974268427,0.10886801,,772310928550094,1.4128023,0,,,
