Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
FLP,12.9401508,77.5417509,799.3999633789062,0.11987794,8.918,359.9998,1730958603398,0.71,180.0,1722460660864152,1.0352787,0,,,
GPS,12.9401510535,77.5417470653,779.0,0.06,6.5,0.0,1730958603000,0.68,180.0,1722461646876959,13.0,0,,,
FLP,12.9401513,77.5417479,799.3999633789062,0.06048684,8.751,,1730958604384,0.68,,1722461646876959,1.0451387,0,,,
FLP,12.9401515,77.5417477,799.3999633789062,0.060412284,8.81,,1730958604953,1.5,,1722462215000000,2.9008548,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,6.5,,1730958604000,0.78,,1722462660298420,13.0,0,,,
FLP,12.9401488,77.5417419,799.3999633789062,0.15011065,8.643,263.36978,1730958605397,0.78,45.0,1722462660298420,2.9053078,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,6.0,,1730958605000,0.74,,1722463647969881,13.0,0,,,
FLP,12.940148,77.5417401,799.3999633789062,0.17594823,8.266,253.11714,1730958606385,0.74,45.0,1722463647969881,2.9151845,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,6.0,,1730958606000,0.68,,1722464661141149,12.0,0,,,
FLP,12.9401479,77.54174,799.3999633789062,0.08760777,8.31,,1730958607399,0.68,,1722464661141149,2.9253163,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,6.0,,1730958607000,0.64,,1722465658561725,12.0,0,,,
FLP,12.9401479,77.54174,799.3999633789062,0.03233057,7.98,,1730958608396,0.64,,1722465658561725,2.9352903,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,6.0,,1730958608000,0.71,,1722466637785032,12.0,0,,,
FLP,12.9401479,77.5417401,799.3999633789062,0.010383478,7.837,,1730958609375,0.71,,1722466637785032,2.9450827,0,,,
FLP,12.9401479,77.54174,799.3999633789062,0.0076081413,8.217,,1730958610016,1.5,,1722467278000000,2.219746,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,6.0,,1730958610000,0.64,,1722468658857646,11.0,0,,,
FLP,12.9401479,77.5417401,799.3999633789062,0.00065679214,8.56,,1730958611396,0.64,,1722468658857646,2.2335546,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,5.5,,1730958611000,0.57,,1722469661427838,11.0,0,,,
FLP,12.9401479,77.5417401,799.3999633789062,4.4213793e-05,8.46,,1730958612399,0.57,,1722469661427838,2.2435803,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,5.5,,1730958612000,0.69,,1722470661864722,11.0,0,,,
FLP,12.9401479,77.5417401,799.3999633789062,6.434479e-05,8.36,,1730958613399,0.69,,1722470661864722,2.2535849,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,5.5,,1730958613000,0.46,,1722471661380452,10.0,0,,,
FLP,12.9401479,77.5417401,799.3999633789062,3.0122888e-05,8.26,,1730958614399,0.46,,1722471661380452,2.2635798,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,5.0,,1730958614000,0.56,,1722472639584682,10.0,0,,,
FLP,12.9401479,77.5417401,799.3999633789062,1.0918259e-05,5.5,,1730958615377,0.56,,1722472639584682,2.273362,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,5.0,,1730958615000,0.63,,1722473657773450,10.0,0,,,
FLP,12.9401479,77.5417401,799.3999633789062,3.5129572e-06,5.416,,1730958616395,0.63,,1722473657773450,2.2835438,0,,,
GPS,12.9401479103,77.5417401083,778.0,0.0,5.0,,1730958616000,0.69,,1722474659195526,10.0,0,,,
FLP,12.9401479,77.5417401,799.3999633789062,1.0647507e-06,5.25,,1730958617396,0.69,,1722474659195526,2.2935581,0,,,
GPS,12.9401412886,77.5417484064,777.0,1.05,5.0,0.0,1730958617000,0.62,180.0,1722475654600141,9.0,0,,,
FLP,12.9401426,77.5417476,799.3999633789062,1.0453368,5.166,2.9230092,1730958618392,0.62,180.0,1722475654600141,2.303512,0,,,
FLP,12.9401458,77.541748,799.3999633789062,1.0443738,6.771,3.0584457,1730958618899,1.5,45.0,1722476161000000,1.426249,0,,,
GPS,12.9401330324,77.5417585485,777.0,1.03,5.0,0.0,1730958618000,0.81,180.0,1722476644645256,9.0,0,,,
FLP,12.940136,77.5417568,799.3999633789062,1.0269248,6.518,3.2878206,1730958619382,0.81,180.0,1722476644645256,1.4310855,0,,,
GPS,12.9401263688,77.5417690258,776.0,1.2099999,4.5,0.0,1730958619000,0.59,180.0,1722477656115909,9.0,0,,,
FLP,12.9401294,77.5417674,799.3999633789062,1.2093651,6.604,1.8035764,1730958620394,0.59,180.0,1722477656115909,1.4412001,0,,,
GPS,12.9401226388,77.5417846162,776.0,1.81,5.0,105.1,1730958620000,0.58,9.8,1722478652920447,9.0,0,,,
FLP,12.9401254,77.5417827,799.3999633789062,1.8024359,6.375,104.95574,1730958621390,0.58,9.8,1722478652920447,1.4511682,0,,,
GPS,12.9401129577,77.5418391824,774.0,3.52,5.0,96.7,1730958622000,0.63,6.1,1722480656315022,8.0,0,,,
FLP,12.9401134,77.541837,799.3999633789062,3.5139816,6.925,96.01235,1730958623394,0.63,6.1,1722480656315022,1.4712021,0,,,
FLP,12.9401121,77.5418486,799.5,3.511912,8.16,96.01474,1730958623861,1.5,45.0,1722481123000000,3.333592,0,,,
