Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
GPS,12.93642,77.5424683333,584.1,0.0,7.6,0.0,1726562410521,7.6,2.3,125017302000000,100.2,0,,,
FLP,12.93642,77.5424685,584.1,0.0031727469,7.6,,1726562411168,7.6,,125017302000000,100.2,0,,,
GPS,12.9359683333,77.5411616667,310.4,119.55659,6.6,251.66,1726562412000,7.5,1.5,125018781000000,86.3,0,,,
FLP,12.9359973,77.5413753,310.4,78.715324,7.1,242.64218,1726562412647,7.5,1.5,125018781000000,86.3,0,,,
GPS,12.935615,77.5403333333,144.0,119.545265,5.8,247.13,1726562413000,18.3,3.7,125019781000000,42.6,0,,,
FLP,12.9356227,77.5403829,144.0,97.103386,6.666,245.08061,1726562413647,18.3,3.7,125019781000000,42.6,0,,,
GPS,12.93536,77.5392766667,-47.60000000000001,0.0,116.1,0.0,1726562418000,7.1,59.3,125024780000000,187.5,0,,,
FLP,12.9342109,77.5375237,-47.60000000000001,4.947775,116.1,180.0,1726562418646,7.1,59.3,125024780000000,187.5,0,,,
GPS,12.93531,77.53941,-33.2,1.5524023,10.6,285.64,1726562419000,6.7,89.8,125025780000000,186.3,0,,,
FLP,12.9352611,77.5393401,-33.2,1.0215837,10.6,303.07324,1726562419646,6.7,89.8,125025780000000,186.3,0,,,
GPS,12.9353016667,77.5394366667,-26.800000000000004,1.3290128,10.5,291.88,1726562420000,5.3,103.8,125026780000000,184.8,0,,,
FLP,12.9352904,77.5394055,-26.800000000000004,0.90480703,10.55,304.38345,1726562420646,5.3,103.8,125026780000000,184.8,0,,,
GPS,12.9356016667,77.5403783333,183.1,1.7639531,98.7,302.68,1726562421000,4.6,69.6,125027780000000,159.1,0,,,
FLP,12.9353016,77.5394197,183.1,1.5507759,98.7,304.9777,1726562421646,4.6,69.6,125027780000000,159.1,0,,,
GPS,12.93584,77.5409283333,286.79999999999995,1.5385047,9.4,294.93,1726562422000,4.1,80.4,125028780000000,145.1,0,,,
FLP,12.9357283,77.5406387,286.79999999999995,1.3972069,9.4,48.655323,1726562422646,4.1,80.4,125028780000000,145.1,0,,,
GPS,12.936245,77.5419883333,505.1,2.7105272,8.3,291.44,1726562423000,3.1,32.2,125029780000000,109.6,0,,,
FLP,12.9361121,77.5416545,505.1,1.193782,8.85,339.73697,1726562423646,3.1,32.2,125029780000000,109.6,0,,,
GPS,12.936675,77.5429566667,677.7,2.8330312,6.1,289.57,1726562424000,3.1,26.0,125030780000000,69.7,0,,,
FLP,12.9365755,77.5427331,677.7,1.4043827,7.933,316.404,1726562424646,3.1,26.0,125030780000000,69.7,0,,,
GPS,12.9367866667,77.5432116667,733.6,3.070318,4.6,302.02,1726562425000,3.3,28.0,125031780000000,47.4,0,,,
FLP,12.9367575,77.5431452,733.6,2.438313,7.1,312.10544,1726562425645,3.3,28.0,125031780000000,47.4,0,,,
GPS,12.936805,77.54321,738.9,2.5967736,4.4,286.79,1726562426000,2.6,23.8,125032780000000,44.6,0,,,
FLP,12.9368,77.5431982,738.9,2.4690444,6.56,287.5591,1726562426646,2.6,23.8,125032780000000,44.6,0,,,
FLP,12.9368031,77.5431972,738.9,2.420094,7.32,287.9769,1726562426982,1.5,45.0,125033116000000,44.6,0,,,
GPS,12.936815,77.5432016667,743.9,2.7125862,3.5,288.32,1726562427000,2.1,20.2,125033780000000,38.6,0,,,
FLP,12.9368138,77.5431986,743.9,2.665394,6.774,288.3655,1726562427646,2.1,20.2,125033780000000,38.6,0,,,
GPS,12.9368433333,77.543205,754.3000000000001,2.8397224,2.8,289.79,1726562428000,2.0,24.0,125034780000000,34.5,0,,,
FLP,12.9368399,77.5432005,754.3000000000001,2.8210566,5.831,289.1055,1726562428646,2.0,24.0,125034780000000,34.5,0,,,
GPS,12.9368516667,77.54318,758.7,3.0023746,2.6,287.41,1726562429000,2.0,22.3,125035780000000,31.3,0,,,
FLP,12.9368512,77.5431794,758.7,2.9898717,5.017,287.10254,1726562429646,2.0,22.3,125035780000000,31.3,0,,,
GPS,12.936865,77.543155,761.8000000000001,2.5988326,2.4,285.32,1726562430000,2.0,23.4,125036780000000,28.5,0,,,
FLP,12.9368641,77.5431547,761.8000000000001,2.619629,4.488,284.9899,1726562430646,2.0,23.4,125036780000000,28.5,0,,,
GPS,12.9368666667,77.5431316667,760.4,2.721851,2.5,278.75,1726562431000,1.7,18.1,125037780000000,28.5,0,,,
FLP,12.9368672,77.5431316,760.4,2.7148757,4.188,278.10397,1726562431646,1.7,18.1,125037780000000,28.5,0,,,
FLP,12.9368678,77.5431264,760.4,2.7008436,3.896,278.12924,1726562432000,1.5,45.0,125038134000000,28.5,0,,,
