Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
GPS,12.9403685639,77.5449740142,787.0,0.14,17.5,0.0,1730960147000,0.45,180.0,1724006218648607,25.0,0,,,
FLP,12.9403641,77.5449756,787.0,0.14081159,8.166,359.87912,1730960148956,0.45,180.0,1724006218648607,25.0,0,,,
GPS,12.9404128622,77.5450948812,815.0,0.39999998,27.0,0.0,1730960148000,0.52,180.0,1724007226620645,33.0,0,,,
FLP,12.9403819,77.5450172,815.0,0.39878565,16.0,0.02096006,1730960149963,0.52,180.0,1724007226620645,33.0,0,,,
GPS,12.9403725034,77.5451624393,794.0,0.13,17.5,0.0,1730960149000,0.58,180.0,1724008227477529,24.0,0,,,
FLP,12.9403784,77.5450966,794.0,0.13158137,20.666,0.1025658,1730960150964,0.58,180.0,1724008227477529,24.0,0,,,
GPS,12.9403940029,77.545099156,796.0,0.17,13.5,0.0,1730960150000,0.59,180.0,1724009234948798,20.0,0,,,
FLP,12.9403883,77.5450982,796.0,0.16978295,18.875,0.0007945084,1730960151972,0.59,180.0,1724009234948798,20.0,0,,,
GPS,12.9403755208,77.545075519,794.0,0.0,11.5,,1730960151000,0.61,,1724010225904028,18.0,0,,,
FLP,12.9403809,77.545084,794.0,0.16631602,17.4,358.46722,1730960152963,0.61,45.0,1724010225904028,18.0,0,,,
GPS,12.9403755208,77.545075519,794.0,0.0,10.0,,1730960152000,0.56,,1724011219459796,16.0,0,,,
FLP,12.9403771,77.5450775,794.0,0.28771117,15.9,257.15414,1730960153957,0.56,45.0,1724011219459796,16.0,0,,,
GPS,12.9403755208,77.545075519,794.0,0.0,9.0,,1730960153000,0.67,,1724012231790488,14.0,0,,,
FLP,12.9403757,77.5450754,794.0,0.27611473,12.3,245.08452,1730960154969,0.67,45.0,1724012231790488,14.0,0,,,
GPS,12.9403755208,77.545075519,794.0,0.0,8.5,,1730960154000,0.49,,1724013230549333,13.0,0,,,
FLP,12.9403754,77.5450752,794.0,0.14239179,10.5,241.28659,1730960155968,0.49,45.0,1724013230549333,13.0,0,,,
GPS,12.9403755208,77.545075519,794.0,0.0,7.5,,1730960155000,0.6,,1724014234606640,12.0,0,,,
FLP,12.9403754,77.5450753,794.0,0.053183082,10.0,,1730960156972,0.6,,1724014234606640,12.0,0,,,
GPS,12.9403755208,77.545075519,794.0,0.0,7.0,,1730960156000,0.54,,1724015213589678,11.0,0,,,
FLP,12.9403755,77.5450754,794.0,0.016397754,8.916,,1730960157950,0.54,,1724015213589678,11.0,0,,,
GPS,12.9403707851,77.5450657122,793.0,0.83,6.5,0.0,1730960157000,0.66,180.0,1724016227334254,10.0,0,,,
FLP,12.9403722,77.545067,793.0,0.8258669,7.7,357.46255,1730960158965,0.66,180.0,1724016227334254,10.0,0,,,
GPS,12.9403608944,77.5450521335,793.0,0.84999996,6.5,0.0,1730960158000,0.59,180.0,1724017233692253,10.0,0,,,
FLP,12.940365,77.5450551,793.0,0.8499308,7.2,358.9089,1730960159971,0.59,180.0,1724017233692253,10.0,0,,,
GPS,12.940354147,77.5450299215,793.0,1.4599999,6.0,0.0,1730960159000,0.75,180.0,1724018238136676,9.0,0,,,
FLP,12.9403578,77.5450345,793.0,1.4550112,6.7,357.7934,1730960160976,0.75,180.0,1724018238136676,9.0,0,,,
GPS,12.9403458489,77.54500838,793.0,2.36,6.0,261.0,1730960160000,0.76,9.0,1724019232702175,9.0,0,,,
FLP,12.9403508,77.5450121,793.0,2.3447473,6.583,261.05768,1730960161970,0.76,9.0,1724019232702175,9.0,0,,,
GPS,12.9403446335,77.5449766126,791.0,2.73,6.0,261.2,1730960161000,0.73,7.9,1724020232793367,9.0,0,,,
FLP,12.9403452,77.5449794,791.0,2.7266495,6.2,260.99237,1730960162970,0.73,7.9,1724020232793367,9.0,0,,,
GPS,12.9403413646,77.5449432526,790.0,2.9099998,5.5,277.4,1730960162000,0.74,7.9,1724021229545174,9.0,0,,,
FLP,12.9403414,77.5449453,790.0,2.90796,6.0,276.95905,1730960163967,0.74,7.9,1724021229545174,9.0,0,,,
GPS,12.9403455975,77.5449142512,790.0,2.9199998,5.5,283.4,1730960163000,0.56,4.1,1724022238254904,8.0,0,,,
FLP,12.9403454,77.544915,790.0,2.9201577,5.8,282.99313,1730960164976,0.56,4.1,1724022238254904,8.0,0,,,
GPS,12.9403528478,77.544880053,789.0,3.1499999,5.0,282.3,1730960164000,0.48,2.7,1724023223668672,8.0,0,,,
FLP,12.9403526,77.5448815,789.0,3.1491034,5.666,282.00348,1730960165961,0.48,2.7,1724023223668672,8.0,0,,,
GPS,12.9403590504,77.544847196,787.0,3.09,5.0,282.9,1730960165000,0.45,2.4,1724024234204710,8.0,0,,,
FLP,12.940359,77.5448481,787.0,3.0901995,5.4,281.99933,1730960166972,0.45,2.4,1724024234204710,8.0,0,,,
GPS,12.9403750179,77.5447648019,783.0,4.6,4.5,278.4,1730960167000,0.67,3.1,1724026240935670,8.0,0,,,
FLP,12.9403746,77.5447673,783.0,4.5941358,5.0,278.01028,1730960168978,0.67,3.1,1724026240935670,8.0,0,,,
GPS,12.9403801728,77.5447200425,780.0,4.36,4.5,276.0,1730960168000,0.64,2.7,1724027239881477,7.0,0,,,
FLP,12.9403802,77.5447208,780.0,4.3615494,4.75,275.99985,1730960169977,0.64,2.7,1724027239881477,7.0,0,,,
GPS,12.9403698212,77.544628093,778.0,4.12,4.0,270.8,1730960170000,0.44,1.7,1724029235252091,6.0,0,,,
FLP,12.9403715,77.5446293,778.0,4.1203895,4.333,270.00085,1730960171973,0.44,1.7,1724029235252091,6.0,0,,,
GPS,12.9403644986,77.5445791427,776.0,5.1,3.5,271.8,1730960171000,0.65,2.9,1724030237511321,6.0,0,,,
FLP,12.9403656,77.544581,776.0,5.0927715,4.125,271.00024,1730960172974,0.65,2.9,1724030237511321,6.0,0,,,
GPS,12.9403621098,77.5445247442,775.0,5.33,3.5,273.5,1730960172000,0.7,2.9,1724031241445090,6.0,0,,,
FLP,12.9403628,77.5445261,775.0,5.3280745,3.875,272.9984,1730960173979,0.7,2.9,1724031241445090,6.0,0,,,
GPS,12.9403572064,77.5444156956,775.0,5.0499997,3.5,272.1,1730960174000,0.61,2.6,1724033237895242,6.0,0,,,
FLP,12.9403582,77.5444168,775.0,5.0509357,3.625,272.00018,1730960175974,0.61,2.6,1724033237895242,6.0,0,,,
GPS,12.9403568711,77.5443650689,776.0,4.37,3.5,270.1,1730960175000,0.72,4.2,1724034220777780,6.0,0,,,
FLP,12.9403574,77.544366,776.0,4.3762865,3.6,270.00427,1730960176958,0.72,4.2,1724034220777780,6.0,0,,,
GPS,12.9403570807,77.544326093,775.0,3.4399998,4.0,271.0,1730960176000,0.76,5.5,1724035236145164,6.0,0,,,
FLP,12.9403571,77.5443259,775.0,3.4492824,3.6,270.99542,1730960177973,0.76,5.5,1724035236145164,6.0,0,,,
GPS,12.9403583379,77.5442948285,776.0,2.9099998,4.0,274.1,1730960177000,0.69,6.5,1724036235846278,6.0,0,,,
FLP,12.9403582,77.5442947,776.0,2.9144847,3.7,273.9883,1730960178972,0.69,6.5,1724036235846278,6.0,0,,,
GPS,12.9403605592,77.5442628097,776.0,2.77,4.0,276.8,1730960178000,0.56,6.2,1724037241272201,6.0,0,,,
FLP,12.9403605,77.5442636,776.0,2.7708282,3.8,275.99527,1730960179979,0.56,6.2,1724037241272201,6.0,0,,,
GPS,12.9403591761,77.5442321319,776.0,3.48,4.0,275.0,1730960179000,0.59,5.6,1724038239373315,6.0,0,,,
FLP,12.9403598,77.5442331,776.0,3.4756958,3.9,275.0057,1730960180977,0.59,5.6,1724038239373315,6.0,0,,,
GPS,12.9403591342,77.5442027114,777.0,3.1299999,4.0,274.2,1730960180000,0.7,6.4,1724039236490892,6.0,0,,,
FLP,12.9403596,77.5442025,777.0,3.1329155,4.0,273.99966,1730960181974,0.7,6.4,1724039236490892,6.0,0,,,
GPS,12.9403611459,77.5441710278,777.0,3.36,4.0,276.0,1730960181000,0.5,3.5,1724040239367929,6.0,0,,,
FLP,12.9403612,77.5441714,777.0,3.3590646,4.0,275.99988,1730960182977,0.5,3.5,1724040239367929,6.0,0,,,
GPS,12.9403615231,77.54413574,776.0,3.72,4.0,270.5,1730960182000,0.58,3.6,1724041241430621,6.0,0,,,
FLP,12.940362,77.5441365,776.0,3.71777,4.0,270.00522,1730960183979,0.58,3.6,1724041241430621,6.0,0,,,
GPS,12.9403575836,77.5440983567,776.0,3.6299999,4.0,267.2,1730960183000,0.68,5.0,1724042238372774,5.0,0,,,
FLP,12.9403583,77.544099,776.0,3.6307495,4.0,267.00604,1730960184976,0.68,5.0,1724042238372774,5.0,0,,,
GPS,12.9403567035,77.5440605544,776.0,4.1,4.5,266.9,1730960184000,0.63,4.0,1724043239108427,5.0,0,,,
FLP,12.9403567,77.5440614,776.0,4.09681,4.083,265.99887,1730960185977,0.63,4.0,1724043239108427,5.0,0,,,
