UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
,66,0,1,2,1575420030,27.30,311.66846,20.506853,1,1,0,22.3
,66,1,1,10,1575420030,29.90,76.13437,48.150806,1,1,1,24.9
,66,2,1,21,1575420030,29.90,300.62137,35.43522,1,1,1,24.9
,66,3,1,23,1575420030,23.10,112.48176,20.303291,1,1,1,18.1
,66,4,1,25,1575420030,19.70,66.593475,13.602523,1,1,0,14.7
,66,5,1,26,1575420030,24.50,163.1196,31.927473,1,1,1,19.5
,66,6,1,28,1575420030,40.90,19.991543,68.17208,1,1,1,35.9
,66,7,1,31,1575420030,34.70,226.69542,69.34296,1,1,1,29.7
,66,8,1,32,1575420030,40.40,24.455427,29.990711,1,1,1,35.4
,66,9,4,194,1575420030,17.10,89.407036,12.813523,1,1,0,12.1
,66,10,4,196,1575420030,24.10,78.000824,29.78741,1,1,0,19.1
,66,11,3,14,1598062460,23.10,148.48958,47.953327,1,1,0,18.1
,66,12,3,2,1599750020,20.80,60.485374,10.396622,0,1,0,15.8
,66,13,3,18,1600312450,48.10,253.49173,43.599266,1,1,0,43.1
,66,14,3,13,1600875010,25.40,58.46986,37.549484,0,1,0,20.4
,66,15,3,15,1602000000,15.20,188.97942,9.614792,0,1,0,10.2
,66,16,3,19,1603687550,22.00,304.5202,27.225618,0,1,0,17.0
,66,17,3,17,1604249980,24.90,195.4749,25.862383,1,1,0,19.9
,66,18,3,3,1604812540,41.50,9.941066,25.221188,0,1,0,36.5
,66,19,3,4,1605374980,21.80,320.05182,14.309464,1,1,0,16.8
,66,20,5,60,1561097980,33.50,168.2007,75.574844,1,1,1,28.5
,66,21,5,41,1561097980,45.10,351.7596,35.64104,0,1,0,40.1
,66,22,5,39,1561097980,43.60,26.66246,41.6407,0,1,0,38.6
,66,23,5,28,1561097980,33.30,220.3102,34.683,1,1,1,28.3
,66,24,5,27,1561097980,29.30,273.34064,26.914019,1,1,0,24.3
