UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
,55,0,1,31,1575420030,0.00,248.0,75.0,0,0,0,0.0
,55,1,1,28,1575420030,36.00,19.0,60.0,0,0,0,36.0
,55,2,1,10,1575420030,0.00,88.0,47.0,0,0,0,0.0
,55,3,1,21,1575420030,0.00,293.0,38.0,0,0,0,0.0
,55,4,1,26,1575420030,0.00,157.0,37.0,0,0,0,0.0
,55,5,1,32,1575420030,0.00,31.0,28.0,0,0,0,0.0
,55,6,1,2,1575420030,0.00,306.0,24.0,0,0,0,0.0
,55,7,1,23,1575420030,0.00,119.0,17.0,0,0,0,0.0
,55,8,1,16,1575420030,0.00,185.0,14.0,0,0,0,0.0
,55,9,1,25,1575420030,0.00,60.0,12.0,0,0,0,0.0
,55,10,1,27,1575420030,0.00,207.0,11.0,0,0,0,0.0
,55,11,1,8,1575420030,0.00,237.0,6.0,0,0,0,0.0
,55,12,3,14,1602000000,0.00,140.0,56.0,0,0,0,0.0
,55,13,3,18,1602000000,0.00,243.0,39.0,0,0,0,0.0
,55,14,3,13,1602000000,0.00,49.0,34.0,0,0,0,0.0
,55,15,3,19,1602000000,0.00,295.0,29.0,0,0,0,0.0
,55,16,3,3,1602000000,0.00,19.0,26.0,0,0,0,0.0
,55,17,3,17,1602000000,0.00,191.0,19.0,0,0,0,0.0
,55,18,3,15,1602000000,0.00,187.0,17.0,0,0,0,0.0
,55,19,3,4,1602000000,0.00,328.0,16.0,0,0,0,0.0
,55,20,3,2,1602000000,0.00,68.0,10.0,0,0,0,0.0
,55,21,5,2,1561097980,0.00,148.0,76.0,0,0,0,0.0
,55,22,5,60,1561097980,0.00,169.0,75.0,0,0,0,0.0
,55,23,5,56,1561097980,0.00,106.0,72.0,0,0,0,0.0
,55,24,5,9,1561097980,0.00,10.0,68.0,0,0,0,0.0
,55,25,5,5,1561097980,0.00,241.0,65.0,0,0,0,0.0
