UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
,70,0,1,31,1575420030,23.30,282.0,77.0,1,0,0,23.3
,70,1,2,128,1575420030,32.00,156.0,73.0,0,0,0,32.0
,70,2,1,28,1575420030,23.60,19.0,53.0,1,0,0,23.6
,70,3,1,10,1575420030,26.10,99.0,45.0,1,0,0,26.1
,70,4,1,26,1575420030,26.80,151.0,43.0,1,0,0,26.8
,70,5,1,21,1575420030,28.80,284.0,40.0,1,0,0,28.8
,70,6,1,2,1575420030,25.50,300.0,28.0,1,0,0,25.5
,70,7,1,32,1575420030,25.10,38.0,25.0,1,0,0,25.1
,70,8,1,16,1575420030,0.00,181.0,19.0,0,0,0,0.0
,70,9,2,132,1575420030,0.00,348.0,16.0,0,0,0,0.0
,70,10,2,122,1575420030,0.00,92.0,15.0,0,0,0,0.0
,70,11,1,23,1575420030,14.90,125.0,13.0,1,0,0,14.9
,70,12,1,27,1575420030,0.00,201.0,10.0,0,0,0,0.0
,70,13,1,25,1575420030,0.00,54.0,9.0,0,0,0,0.0
,70,14,1,8,1575420030,0.00,231.0,5.0,0,0,0,0.0
,70,15,1,4,1575420030,0.00,273.0,2.0,0,0,0,0.0
,70,16,3,14,1602000000,28.80,128.0,62.0,1,0,0,28.8
,70,17,3,18,1602000000,30.70,234.0,34.0,1,0,0,30.7
,70,18,3,19,1602000000,0.00,286.0,30.0,0,0,0,0.0
,70,19,3,13,1602000000,0.00,42.0,29.0,0,0,0,0.0
,70,20,3,3,1602000000,24.60,27.0,27.0,1,0,0,24.6
,70,21,3,15,1602000000,0.00,186.0,24.0,0,0,0,0.0
,70,22,3,4,1602000000,12.80,335.0,18.0,1,0,0,12.8
,70,23,3,17,1602000000,0.00,187.0,13.0,0,0,0,0.0
,70,24,3,2,1602000000,0.00,76.0,9.0,0,0,0,0.0
,70,25,6,11,1575420030,13.10,247.0,62.0,1,0,0,13.1
,70,26,6,10,1575420030,26.70,193.0,52.0,1,0,0,26.7
,70,27,6,6,1575420030,17.30,353.0,40.0,1,0,0,17.3
,70,28,6,31,1575420030,23.30,130.0,39.0,1,0,0,23.3
