UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
,59,0,1,1,1575420030,25.50,0.0,0.0,0,0,0,25.5
,59,1,1,2,1575420030,31.50,299.0,27.0,1,1,0,31.5
,59,2,1,10,1575420030,24.80,98.0,45.0,0,1,1,24.8
,59,3,1,21,1575420030,31.10,284.0,39.0,1,1,1,31.1
,59,4,1,26,1575420030,22.30,150.0,42.0,0,1,1,22.3
,59,5,1,28,1575420030,22.30,18.0,52.0,0,1,1,22.3
,59,6,1,31,1575420030,26.80,281.0,76.0,1,1,1,26.8
,59,7,1,32,1575420030,23.20,36.0,25.0,1,1,1,23.2
,59,8,1,4,1575420030,0.00,271.0,1.0,0,1,0,0.0
,59,9,1,8,1575420030,0.00,230.0,4.0,0,1,0,0.0
,59,10,1,16,1575420030,0.00,180.0,18.0,0,1,0,0.0
,59,11,1,23,1575420030,0.00,123.0,11.0,0,1,1,0.0
,59,12,1,25,1575420030,0.00,53.0,8.0,0,1,0,0.0
,59,13,1,27,1575420030,0.00,201.0,9.0,0,1,1,0.0
,59,14,1,10,1176450050,23.30,98.0,45.0,1,1,1,23.3
,59,15,1,26,1176450050,25.00,150.0,42.0,1,1,1,25.0
,59,16,1,28,1176450050,20.80,18.0,52.0,1,1,1,20.8
,59,17,1,32,1176450050,21.00,36.0,25.0,0,1,1,21.0
,59,18,3,14,1598062460,24.00,127.0,61.0,1,1,1,24.0
,59,19,3,18,1600312450,28.70,233.0,33.0,1,1,1,28.7
,59,20,3,13,1600875010,19.60,40.0,28.0,0,1,0,19.6
,59,21,3,15,1602000000,19.60,185.0,23.0,1,1,0,19.6
,59,22,3,19,1603687550,20.70,284.0,29.0,1,1,0,20.7
,59,23,3,17,1604249980,19.70,185.0,12.0,1,1,0,19.7
,59,24,3,3,1604812540,33.00,26.0,26.0,1,1,1,33.0
,59,25,3,4,1605374980,20.30,334.0,17.0,0,1,1,20.3
,59,26,3,2,1599750020,0.00,75.0,8.0,0,1,0,0.0
,59,27,5,28,1561097980,32.80,208.0,26.0,0,1,0,32.8
,59,28,5,27,1561097980,23.40,258.0,24.0,0,1,0,23.4
,59,29,5,25,1561097980,24.90,56.0,52.0,0,1,0,24.9
,59,30,5,23,1561097980,30.20,178.0,61.0,0,1,0,30.2
,59,31,5,16,1561097980,21.70,22.0,45.0,0,1,0,21.7
,59,32,5,13,1561097980,22.00,94.0,64.0,1,1,0,22.0
,59,33,5,9,1561097980,20.40,7.0,65.0,0,1,0,20.4
,59,34,5,8,1561097980,24.60,111.0,52.0,1,1,0,24.6
,59,35,5,6,1561097980,22.40,16.0,54.0,0,1,0,22.4
,59,36,5,5,1561097980,24.00,240.0,63.0,0,1,0,24.0
,59,37,5,3,1561097980,28.20,106.0,49.0,1,1,0,28.2
,59,38,5,2,1561097980,23.30,147.0,75.0,1,1,0,23.3
,59,39,5,1,1561097980,0.00,95.0,13.0,0,1,0,0.0
,59,40,5,7,1561097980,0.00,142.0,17.0,0,1,0,0.0
,59,41,5,10,1561097980,0.00,153.0,19.0,0,1,0,0.0
,59,42,5,14,1561097980,0.00,90.0,14.0,0,1,0,0.0
,59,43,4,194,1575420030,19.80,84.0,15.0,1,1,0,19.8
,59,44,4,195,1575420030,0.00,136.0,2.0,0,1,0,0.0
,59,45,4,196,1575420030,0.00,82.0,30.0,0,1,0,0.0
,59,46,6,4,1575420030,30.40,23.0,31.0,0,1,0,30.4
,59,47,6,6,1575420030,19.40,352.0,39.0,1,1,1,19.4
,59,48,6,9,1575420030,21.70,322.0,35.0,1,1,0,21.7
,59,49,6,10,1575420030,20.10,192.0,51.0,0,1,0,20.1
,59,50,6,11,1575420030,21.80,247.0,61.0,0,1,0,21.8
,59,51,6,31,1575420030,24.10,129.0,37.0,0,1,0,24.1
,59,52,6,36,1575420030,18.30,309.0,28.0,1,1,0,18.3
,59,53,6,5,1575420030,0.00,275.0,7.0,0,1,0,0.0
,59,54,6,12,1575420030,0.00,170.0,31.0,0,1,0,0.0
,59,55,6,24,1575420030,0.00,184.0,18.0,0,1,0,0.0
,59,56,6,4,1176450050,22.80,23.0,31.0,1,1,0,22.8
,59,57,6,10,1176450050,26.10,192.0,51.0,1,1,0,26.1
,59,58,6,31,1176450050,23.70,129.0,37.0,1,1,0,23.7
,59,0,1,1,1575420030,22.10,0.0,0.0,0,0,0,22.1
,59,1,1,2,1575420030,31.20,299.0,27.0,1,1,0,31.2
,59,2,1,10,1575420030,24.00,98.0,45.0,0,1,1,24.0
,59,3,1,21,1575420030,27.10,284.0,39.0,1,1,1,27.1
,59,4,1,26,1575420030,22.30,150.0,42.0,0,1,1,22.3
,59,5,1,28,1575420030,22.30,18.0,52.0,1,1,1,22.3
,59,6,1,31,1575420030,26.90,281.0,76.0,1,1,1,26.9
,59,7,1,32,1575420030,23.80,36.0,25.0,1,1,1,23.8
,59,8,1,4,1575420030,0.00,271.0,1.0,0,1,0,0.0
,59,9,1,8,1575420030,0.00,230.0,4.0,0,1,0,0.0
,59,10,1,16,1575420030,0.00,180.0,18.0,0,1,0,0.0
,59,11,1,23,1575420030,0.00,123.0,11.0,0,1,1,0.0
,59,12,1,25,1575420030,0.00,53.0,8.0,0,1,0,0.0
,59,13,1,27,1575420030,0.00,201.0,9.0,0,1,1,0.0
,59,14,1,10,1176450050,21.90,98.0,45.0,1,1,1,21.9
,59,15,1,26,1176450050,25.00,150.0,42.0,1,1,1,25.0
,59,16,1,28,1176450050,20.80,18.0,52.0,0,1,1,20.8
,59,17,1,32,1176450050,21.00,36.0,25.0,0,1,1,21.0
,59,18,3,14,1598062460,21.60,127.0,61.0,1,1,1,21.6
,59,19,3,18,1600312450,28.70,233.0,33.0,1,1,1,28.7
,59,20,3,13,1600875010,19.60,40.0,28.0,0,1,0,19.6
,59,21,3,15,1602000000,23.60,185.0,23.0,1,1,0,23.6
,59,22,3,19,1603687550,20.70,284.0,29.0,1,1,0,20.7
,59,23,3,17,1604249980,19.70,185.0,12.0,1,1,0,19.7
,59,24,3,3,1604812540,33.00,26.0,26.0,1,1,1,33.0
,59,25,3,4,1605374980,20.30,334.0,17.0,1,1,1,20.3
,59,26,3,2,1599750020,0.00,75.0,8.0,0,1,0,0.0
,59,27,5,28,1561097980,32.80,208.0,26.0,0,1,0,32.8
,59,28,5,27,1561097980,23.40,258.0,24.0,0,1,0,23.4
,59,29,5,25,1561097980,24.90,56.0,52.0,0,1,0,24.9
,59,30,5,23,1561097980,30.80,178.0,61.0,0,1,0,30.8
,59,31,5,16,1561097980,21.70,22.0,45.0,0,1,0,21.7
,59,32,5,13,1561097980,21.80,94.0,64.0,1,1,0,21.8
,59,33,5,9,1561097980,20.40,7.0,65.0,0,1,0,20.4
,59,34,5,8,1561097980,24.60,111.0,52.0,1,1,0,24.6
,59,35,5,6,1561097980,20.80,16.0,54.0,0,1,0,20.8
,59,36,5,5,1561097980,24.00,240.0,63.0,1,1,0,24.0
,59,37,5,3,1561097980,28.20,106.0,49.0,1,1,0,28.2
,59,38,5,2,1561097980,23.30,147.0,75.0,1,1,0,23.3
,59,39,5,1,1561097980,0.00,95.0,13.0,0,1,0,0.0
,59,40,5,7,1561097980,0.00,142.0,17.0,0,1,0,0.0
,59,41,5,10,1561097980,0.00,153.0,19.0,0,1,0,0.0
,59,42,5,14,1561097980,0.00,90.0,14.0,0,1,0,0.0
,59,43,4,194,1575420030,19.80,84.0,15.0,1,1,0,19.8
,59,44,4,196,1575420030,19.80,82.0,30.0,0,1,0,19.8
,59,45,4,195,1575420030,0.00,136.0,2.0,0,1,0,0.0
,59,46,6,4,1575420030,30.40,23.0,31.0,0,1,0,30.4
,59,47,6,6,1575420030,21.10,352.0,39.0,1,1,1,21.1
,59,48,6,9,1575420030,21.70,322.0,35.0,1,1,0,21.7
,59,49,6,10,1575420030,20.10,192.0,51.0,0,1,0,20.1
,59,50,6,11,1575420030,21.10,247.0,61.0,0,1,0,21.1
,59,51,6,31,1575420030,24.10,129.0,37.0,0,1,0,24.1
,59,52,6,36,1575420030,18.30,309.0,28.0,1,1,0,18.3
,59,53,6,5,1575420030,0.00,275.0,7.0,0,1,0,0.0
,59,54,6,12,1575420030,0.00,170.0,31.0,0,1,0,0.0
,59,55,6,24,1575420030,0.00,184.0,18.0,0,1,0,0.0
,59,56,6,4,1176450050,22.80,23.0,31.0,1,1,0,22.8
,59,57,6,10,1176450050,24.20,192.0,51.0,1,1,0,24.2
,59,58,6,31,1176450050,23.70,129.0,37.0,1,1,0,23.7
,62,0,1,1,1575420030,23.20,0.0,0.0,0,0,0,23.2
,62,1,1,2,1575420030,30.80,299.0,27.0,1,1,0,30.8
,62,2,1,10,1575420030,24.80,98.0,45.0,0,1,1,24.8
,62,3,1,21,1575420030,29.90,284.0,39.0,1,1,1,29.9
,62,4,1,26,1575420030,21.90,150.0,42.0,0,1,1,21.9
,62,5,1,28,1575420030,19.80,18.0,52.0,1,1,1,19.8
,62,6,1,31,1575420030,26.60,281.0,76.0,1,1,1,26.6
,62,7,1,32,1575420030,23.80,36.0,25.0,1,1,1,23.8
,62,8,1,4,1575420030,0.00,271.0,1.0,0,1,0,0.0
,62,9,1,8,1575420030,0.00,230.0,4.0,0,1,0,0.0
,62,10,1,16,1575420030,0.00,180.0,18.0,0,1,0,0.0
,62,11,1,23,1575420030,0.00,123.0,11.0,0,1,1,0.0
,62,12,1,25,1575420030,0.00,53.0,8.0,0,1,0,0.0
,62,13,1,27,1575420030,0.00,201.0,9.0,0,1,1,0.0
,62,14,1,10,1176450050,21.90,98.0,45.0,1,1,1,21.9
