UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
,60,0,1,2,1575420030,23.10,305.0,23.0,1,1,0,23.1
,60,1,1,10,1575420030,22.70,87.0,47.0,1,1,1,22.7
,60,2,1,21,1575420030,25.00,292.0,37.0,1,1,1,25.0
,60,3,1,23,1575420030,17.50,118.0,16.0,1,1,1,17.5
,60,4,1,26,1575420030,19.20,157.0,36.0,0,1,1,19.2
,60,5,1,28,1575420030,35.40,18.0,60.0,0,1,1,35.4
,60,6,1,31,1575420030,33.00,246.0,74.0,1,1,1,33.0
,60,7,1,32,1575420030,21.90,30.0,27.0,1,1,1,21.9
,60,8,1,8,1575420030,0.00,236.0,5.0,0,1,0,0.0
,60,9,1,16,1575420030,0.00,184.0,13.0,0,1,0,0.0
,60,10,1,25,1575420030,0.00,59.0,11.0,0,1,0,0.0
,60,11,1,27,1575420030,0.00,206.0,10.0,0,1,1,0.0
,60,12,1,10,1176450050,15.20,87.0,47.0,0,1,1,15.2
,60,13,1,23,1176450050,24.30,118.0,16.0,0,1,1,24.3
,60,14,1,26,1176450050,26.50,157.0,36.0,1,1,1,26.5
,60,15,1,28,1176450050,38.00,18.0,60.0,1,1,1,38.0
,60,16,1,32,1176450050,16.20,30.0,27.0,0,1,1,16.2
,60,17,3,14,1598062460,24.60,139.0,54.0,1,1,0,24.6
,60,18,3,18,1600312450,25.60,241.0,38.0,1,1,1,25.6
,60,19,3,15,1602000000,19.60,187.0,16.0,1,1,0,19.6
,60,20,3,17,1604249980,16.60,191.0,18.0,1,1,0,16.6
,60,21,3,3,1604812540,26.40,16.0,25.0,1,1,1,26.4
,60,22,3,4,1605374980,18.20,326.0,15.0,1,1,1,18.2
,60,23,3,2,1599750020,0.00,67.0,9.0,0,1,0,0.0
,60,24,3,13,1600875010,0.00,49.0,33.0,0,1,0,0.0
,60,25,3,19,1603687550,0.00,295.0,28.0,0,1,0,0.0
,60,26,5,28,1561097980,24.60,213.0,30.0,0,1,0,24.6
,60,27,5,25,1561097980,29.30,66.0,55.0,0,1,0,29.3
,60,28,5,16,1561097980,33.40,23.0,47.0,0,1,0,33.4
,60,29,5,13,1561097980,26.60,85.0,63.0,1,1,0,26.6
,60,30,5,9,1561097980,35.30,9.0,68.0,0,1,0,35.3
,60,31,5,7,1561097980,26.80,143.0,16.0,1,1,0,26.8
,60,32,5,6,1561097980,35.10,19.0,56.0,0,1,0,35.1
,60,33,5,5,1561097980,29.10,240.0,63.0,1,1,0,29.1
,60,34,5,3,1561097980,25.40,106.0,49.0,1,1,0,25.4
,60,35,5,2,1561097980,21.10,147.0,75.0,1,1,0,21.1
,60,36,5,1,1561097980,0.00,94.0,13.0,0,1,0,0.0
,60,37,5,8,1561097980,0.00,104.0,51.0,0,1,0,0.0
,60,38,5,10,1561097980,0.00,156.0,18.0,0,1,0,0.0
,60,39,5,14,1561097980,0.00,82.0,15.0,0,1,0,0.0
