utcTimeMillis,Svid,Cn0DbHz,PseudorangeRateMetersPerSecond,AccumulatedDeltaRangeUncertaintyMeters,AccumulatedDeltaRangeState,CarrierFrequencyHz,SnrInDb,BasebandCn0DbHz,CodeType,State,DriftNanosPerSecond,HardwareClockDiscontinuityCount,Pseudorange,MockLocation_approx
1727335157630,28,30.083999633789062,-914.0374684688206,0.0006249999860301,17,1575420030,11.6458906914367,30.083999633789062,C,47,-4201.926796660488,0,-4.232297071204139e+17,0
1727335157630,31,25.465999603271484,-1392.6634081233417,0.0049000000581145,16,1575420030,5.682876997739946,25.465999603271484,C,47,-4201.926796660488,0,-4.232297071211901e+17,0
1727335157630,21,23.03899955749512,-1453.0017407609405,0.0049000000581145,16,1575420030,2.1418987997408805,23.03899955749512,C,47,-4201.926796660488,0,-4.232297071185712e+17,0
1727335157630,16,27.5,-1105.48876953125,0.0049000000581145,20,1561097980,9.096897200170204,27.5,I,47,-4201.926796660488,0,-4.232297029064658e+17,0
1727335157630,9,25.100000381469727,-1157.5887451171875,0.00089999998454,16,1561097980,6.192603348517976,25.100000381469727,I,47,-4201.926796660488,0,-4.232297029074542e+17,0
1727335158630,28,30.812000274658203,-919.3258299860662,0.00089999998454,21,1575420030,12.524370766345289,30.812000274658203,C,47,-4228.634073175148,0,-4.232297071204148e+17,0
1727335158630,31,23.707000732421875,-1399.89112976688,0.0049000000581145,16,1575420030,3.1713382814429703,23.707000732421875,C,47,-4228.634073175148,0,-4.2322970712119155e+17,0
1727335158630,21,19.89900016784668,-1458.7581243630907,0.0099999997764825,16,1575420030,0.0,19.89900016784668,C,47,-4228.634073175148,0,-4.232297071185727e+17,0
1727335158630,41,26.200000762939453,-1442.375,0.00089999998454,16,1561097980,7.60422483423212,26.200000762939453,I,47,-4228.634073175148,0,-4.2322970292042176e+17,0
1727335158630,16,30.100000381469727,-1111.9656982421875,0.0006249999860301,16,1561097980,12.127627302212098,30.100000381469727,I,47,-4228.634073175148,0,-4.232297029064669e+17,0
1727335158630,9,25.799999237060547,-1172.3865966796875,0.00089999998454,16,1561097980,7.120517143862455,25.799999237060547,I,47,-4228.634073175148,0,-4.232297029074553e+17,0
1727335158630,3,0.0,-1356.2197829299998,0.0020250000525265,16,1604812540,7.454464406381121,26.0,C,17,-4228.634073175148,0,-4.231181913532518e+17,0
1727335160000,28,27.32699966430664,-929.7051047516626,0.0020250000525265,17,1575420030,8.162498713020504,27.32699966430664,C,47,-4279.563841886044,0,-4.2322970712041594e+17,0
1727335160000,31,25.61899948120117,-1409.1281779115238,0.0049000000581145,17,1575420030,5.872119551695486,25.61899948120117,C,47,-4279.563841886044,0,-4.2322970712119334e+17,0
1727335160000,21,19.676000595092773,-1469.0979094749082,0.0099999997764825,16,1575420030,0.0,19.676000595092773,C,47,-4279.563841886044,0,-4.232297071185746e+17,0
1727335160000,2,25.04800033569336,-1658.6758439131336,0.0049000000581145,16,1575420030,5.089077072452522,25.04800033569336,C,47,-4279.563841886044,0,-4.2322970711756275e+17,0
1727335160000,41,28.700000762939453,-1476.9959716796875,0.0006249999860301,16,1561097980,10.47492933623129,28.700000762939453,I,47,-4279.563841886044,0,-4.232297029204237e+17,0
1727335160000,16,27.600000381469727,-1121.7291259765625,0.0099999997764825,16,1561097980,9.187849755184615,27.600000381469727,I,47,-4279.563841886044,0,-4.2322970290646835e+17,0
1727335160000,9,26.200000762939453,-1154.719970703125,0.00089999998454,16,1561097980,7.60422483423212,26.200000762939453,I,47,-4279.563841886044,0,-4.2322970290745683e+17,0
1727335160000,14,0.0,-1679.5997695407293,0.0099999997764825,16,1598062460,0.0,20.0,C,17,-4279.563841886044,0,-4.231181909422248e+17,0
1727335160000,3,0.0,-1366.7439005823085,0.0099999997764825,16,1604812540,1.6864177140007175,19.0,C,17,-4279.563841886044,0,-4.2311819094223814e+17,0
1727335161000,28,25.04800033569336,-941.3670034719994,0.0049000000581145,20,1575420030,5.089077072452522,25.04800033569336,C,47,-4319.270706737964,0,-4.232297071204169e+17,0
1727335161000,31,27.30699920654297,-1421.6453760742968,0.00089999998454,17,1575420030,8.13368976575436,27.30699920654297,C,47,-4319.270706737964,0,-4.232297071211948e+17,0
1727335161000,21,21.58099937438965,-1478.963354157216,0.0099999997764825,16,1575420030,0.0,21.58099937438965,C,47,-4319.270706737964,0,-4.2322970711857606e+17,0
1727335161000,2,21.667999267578125,-1668.6205466534964,0.0049000000581145,16,1575420030,0.0,21.667999267578125,C,47,-4319.270706737964,0,-4.232297071175644e+17,0
1727335161000,41,28.700000762939453,-1487.2657470703125,0.0020250000525265,16,1561097980,10.47492933623129,28.700000762939453,I,47,-4319.270706737964,0,-4.2322970292042515e+17,0
1727335161000,16,27.600000381469727,-1132.18798828125,0.0225000008940696,16,1561097980,9.187849755184615,27.600000381469727,I,47,-4319.270706737964,0,-4.232297029064695e+17,0
1727335161000,9,26.899999618530277,-1174.436279296875,0.00089999998454,16,1561097980,8.399114969795157,26.899999618530277,I,47,-4319.270706737964,0,-4.23229702907458e+17,0
1727335161000,18,0.0,-924.1376200673892,0.0099999997764825,16,1600312450,0.0,20.0,C,17,-4319.270706737964,0,-4.2311819064265894e+17,0
1727335161000,3,0.0,-1375.529368360113,0.0099999997764825,16,1604812540,0.0,19.0,C,17,-4319.270706737964,0,-4.2311819064244704e+17,0
1727335161000,6,30.0,-1191.74367345247,0.00089999998454,24,1575420030,11.948697465199736,30.0,C,47,-4319.270706737964,0,-4.2322970711634925e+17,0
